YEAR,STATE,ACPR_NAME,AGE_GROUP,SEX,INDIGENOUS_STATUS,Admission,Exit,LOS_MONTHS,Living
2008,ACT,ACT,0-49,F,2,6,0,0,2
2008,ACT,ACT,0-49,M,2,3,0,0,3
2008,ACT,ACT,100+,F,2,4,15,55.06666667,11
2008,ACT,ACT,50-54,F,2,3,0,0,4
2008,ACT,ACT,50-54,M,2,2,0,0,6
2008,ACT,ACT,55-59,F,1,2,0,0,0
2008,ACT,ACT,55-59,F,2,8,0,0,6
2008,ACT,ACT,55-59,M,2,4,0,0,10
2008,ACT,ACT,60-64,F,2,16,0,0,14
2008,ACT,ACT,60-64,M,2,20,0,0,23
2008,ACT,ACT,65-69,F,2,34,0,0,37
2008,ACT,ACT,65-69,M,2,32,0,0,28
2008,ACT,ACT,70-74,F,2,50,0,0,44
2008,ACT,ACT,70-74,M,2,47,0,0,34
2008,ACT,ACT,75-79,F,1,2,0,0,1
2008,ACT,ACT,75-79,F,2,129,0,0,118
2008,ACT,ACT,75-79,M,2,111,0,0,68
2008,ACT,ACT,80-84,F,2,235,0,0,245
2008,ACT,ACT,80-84,M,2,163,0,0,91
2008,ACT,ACT,85-89,F,2,281,0,0,319
2008,ACT,ACT,85-89,M,2,111,0,0,120
2008,ACT,ACT,90-94,F,2,163,0,0,254
2008,ACT,ACT,90-94,M,2,46,0,0,70
2008,ACT,ACT,95-99,F,2,52,0,0,95
2008,ACT,ACT,95-99,M,2,21,0,0,22
2008,NSW,Central Coast,0-49,F,2,3,0,0,8
2008,NSW,Central Coast,0-49,M,2,10,0,0,12
2008,NSW,Central Coast,100+,F,2,8,17,40.71176471,19
2008,NSW,Central Coast,100+,M,2,2,3,5.066666667,2
2008,NSW,Central Coast,50-54,F,1,1,0,0,0
2008,NSW,Central Coast,50-54,F,2,9,0,0,12
2008,NSW,Central Coast,50-54,M,2,9,0,0,8
2008,NSW,Central Coast,55-59,F,2,14,0,0,10
2008,NSW,Central Coast,55-59,M,2,12,0,0,11
2008,NSW,Central Coast,60-64,F,2,19,0,0,19
2008,NSW,Central Coast,60-64,M,1,5,0,0,0
2008,NSW,Central Coast,60-64,M,2,25,0,0,27
2008,NSW,Central Coast,65-69,F,2,51,0,0,31
2008,NSW,Central Coast,65-69,M,2,61,0,0,43
2008,NSW,Central Coast,70-74,F,1,2,0,0,0
2008,NSW,Central Coast,70-74,F,2,125,0,0,109
2008,NSW,Central Coast,70-74,M,2,108,0,0,77
2008,NSW,Central Coast,75-79,F,2,295,0,0,219
2008,NSW,Central Coast,75-79,M,2,225,0,0,142
2008,NSW,Central Coast,75-79,M,3,1,0,0,1
2008,NSW,Central Coast,80-84,F,1,1,0,0,2
2008,NSW,Central Coast,80-84,F,2,450,0,0,460
2008,NSW,Central Coast,80-84,F,3,1,0,0,3
2008,NSW,Central Coast,80-84,M,2,327,0,0,231
2008,NSW,Central Coast,85-89,F,1,2,0,0,0
2008,NSW,Central Coast,85-89,F,2,508,0,0,599
2008,NSW,Central Coast,85-89,M,2,356,0,0,240
2008,NSW,Central Coast,90-94,F,2,359,0,0,509
2008,NSW,Central Coast,90-94,M,2,201,0,0,126
2008,NSW,Central Coast,95-99,F,2,93,0,0,162
2008,NSW,Central Coast,95-99,M,2,29,0,0,31
2008,NSW,Central West,0-49,F,2,3,0,0,7
2008,NSW,Central West,0-49,M,2,5,0,0,4
2008,NSW,Central West,100+,F,2,2,6,85.3,13
2008,NSW,Central West,100+,M,2,1,4,31.175,1
2008,NSW,Central West,50-54,F,2,6,0,0,8
2008,NSW,Central West,50-54,M,2,3,0,0,2
2008,NSW,Central West,55-59,F,2,6,0,0,4
2008,NSW,Central West,55-59,M,1,1,0,0,0
2008,NSW,Central West,55-59,M,2,7,0,0,6
2008,NSW,Central West,60-64,F,2,13,0,0,15
2008,NSW,Central West,60-64,M,2,12,0,0,16
2008,NSW,Central West,65-69,F,2,21,0,0,24
2008,NSW,Central West,65-69,M,1,2,0,0,1
2008,NSW,Central West,65-69,M,2,12,0,0,20
2008,NSW,Central West,70-74,F,1,1,0,0,0
2008,NSW,Central West,70-74,F,2,51,0,0,54
2008,NSW,Central West,70-74,M,2,38,0,0,38
2008,NSW,Central West,75-79,F,1,3,0,0,2
2008,NSW,Central West,75-79,F,2,104,0,0,115
2008,NSW,Central West,75-79,M,2,93,0,0,87
2008,NSW,Central West,80-84,F,1,2,0,0,1
2008,NSW,Central West,80-84,F,2,172,0,0,217
2008,NSW,Central West,80-84,M,2,114,0,0,82
2008,NSW,Central West,85-89,F,1,1,0,0,0
2008,NSW,Central West,85-89,F,2,238,0,0,322
2008,NSW,Central West,85-89,M,2,77,0,0,84
2008,NSW,Central West,90-94,F,2,103,0,0,203
2008,NSW,Central West,90-94,M,2,69,0,0,51
2008,NSW,Central West,95-99,F,2,43,0,0,75
2008,NSW,Central West,95-99,M,2,17,0,0,15
2008,NSW,Far North Coast,0-49,F,2,3,0,0,4
2008,NSW,Far North Coast,0-49,M,2,4,0,0,4
2008,NSW,Far North Coast,100+,F,2,4,14,50.55,21
2008,NSW,Far North Coast,100+,M,2,3,5,10.74,1
2008,NSW,Far North Coast,50-54,F,2,3,0,0,5
2008,NSW,Far North Coast,50-54,M,2,4,0,0,4
2008,NSW,Far North Coast,55-59,F,2,11,0,0,12
2008,NSW,Far North Coast,55-59,M,2,10,0,0,10
2008,NSW,Far North Coast,60-64,F,2,15,0,0,10
2008,NSW,Far North Coast,60-64,M,2,16,0,0,18
2008,NSW,Far North Coast,65-69,F,2,25,0,0,36
2008,NSW,Far North Coast,65-69,M,1,3,0,0,0
2008,NSW,Far North Coast,65-69,M,2,28,0,0,22
2008,NSW,Far North Coast,70-74,F,2,92,0,0,69
2008,NSW,Far North Coast,70-74,M,2,76,0,0,76
2008,NSW,Far North Coast,70-74,M,3,2,0,0,2
2008,NSW,Far North Coast,75-79,F,1,1,0,0,1
2008,NSW,Far North Coast,75-79,F,2,173,0,0,218
2008,NSW,Far North Coast,75-79,M,2,152,0,0,132
2008,NSW,Far North Coast,80-84,F,2,376,0,0,385
2008,NSW,Far North Coast,80-84,M,1,1,0,0,1
2008,NSW,Far North Coast,80-84,M,2,228,0,0,172
2008,NSW,Far North Coast,85-89,F,1,2,0,0,2
2008,NSW,Far North Coast,85-89,F,2,523,0,0,583
2008,NSW,Far North Coast,85-89,M,1,1,0,0,0
2008,NSW,Far North Coast,85-89,M,2,300,0,0,234
2008,NSW,Far North Coast,90-94,F,2,316,0,0,462
2008,NSW,Far North Coast,90-94,F,3,1,0,0,11
2008,NSW,Far North Coast,90-94,M,2,141,0,0,128
2008,NSW,Far North Coast,95-99,F,2,90,0,0,159
2008,NSW,Far North Coast,95-99,M,2,28,0,0,29
2008,NSW,Hunter,0-49,F,2,4,0,0,11
2008,NSW,Hunter,0-49,M,2,10,0,0,14
2008,NSW,Hunter,100+,F,2,12,34,35.18529412,48
2008,NSW,Hunter,100+,M,2,5,10,13.24,2
2008,NSW,Hunter,50-54,F,1,1,0,0,0
2008,NSW,Hunter,50-54,F,2,6,0,0,9
2008,NSW,Hunter,50-54,M,1,1,0,0,2
2008,NSW,Hunter,50-54,M,2,5,0,0,10
2008,NSW,Hunter,55-59,F,1,1,0,0,0
2008,NSW,Hunter,55-59,F,2,16,0,0,20
2008,NSW,Hunter,55-59,M,2,26,0,0,28
2008,NSW,Hunter,60-64,F,1,1,0,0,1
2008,NSW,Hunter,60-64,F,2,42,0,0,45
2008,NSW,Hunter,60-64,M,1,4,0,0,0
2008,NSW,Hunter,60-64,M,2,36,0,0,44
2008,NSW,Hunter,65-69,F,2,65,0,0,76
2008,NSW,Hunter,65-69,M,2,82,0,0,81
2008,NSW,Hunter,70-74,F,1,1,0,0,0
2008,NSW,Hunter,70-74,F,2,111,0,0,156
2008,NSW,Hunter,70-74,M,2,122,0,0,108
2008,NSW,Hunter,75-79,F,1,1,0,0,1
2008,NSW,Hunter,75-79,F,2,346,0,0,374
2008,NSW,Hunter,75-79,M,1,1,0,0,1
2008,NSW,Hunter,75-79,M,2,207,0,0,207
2008,NSW,Hunter,80-84,F,2,643,0,0,804
2008,NSW,Hunter,80-84,M,1,1,0,0,0
2008,NSW,Hunter,80-84,M,2,348,0,0,355
2008,NSW,Hunter,85-89,F,1,1,0,0,1
2008,NSW,Hunter,85-89,F,2,710,0,0,1128
2008,NSW,Hunter,85-89,F,3,1,0,0,11
2008,NSW,Hunter,85-89,M,2,345,0,0,335
2008,NSW,Hunter,90-94,F,2,458,0,0,819
2008,NSW,Hunter,90-94,M,2,144,0,0,167
2008,NSW,Hunter,95-99,F,2,119,0,0,270
2008,NSW,Hunter,95-99,M,2,33,0,0,50
2008,NSW,Illawarra,0-49,F,2,7,0,0,8
2008,NSW,Illawarra,0-49,M,2,3,0,0,5
2008,NSW,Illawarra,100+,F,2,7,14,31.25714286,22
2008,NSW,Illawarra,50-54,F,2,6,0,0,9
2008,NSW,Illawarra,50-54,M,2,3,0,0,5
2008,NSW,Illawarra,55-59,F,2,11,0,0,11
2008,NSW,Illawarra,55-59,M,2,10,0,0,15
2008,NSW,Illawarra,60-64,F,1,1,0,0,1
2008,NSW,Illawarra,60-64,F,2,20,0,0,23
2008,NSW,Illawarra,60-64,M,1,1,0,0,0
2008,NSW,Illawarra,60-64,M,2,31,0,0,31
2008,NSW,Illawarra,65-69,F,1,1,0,0,1
2008,NSW,Illawarra,65-69,F,2,46,0,0,47
2008,NSW,Illawarra,65-69,M,2,45,0,0,37
2008,NSW,Illawarra,70-74,F,1,1,0,0,1
2008,NSW,Illawarra,70-74,F,2,85,0,0,77
2008,NSW,Illawarra,70-74,M,2,83,0,0,74
2008,NSW,Illawarra,75-79,F,1,1,0,0,1
2008,NSW,Illawarra,75-79,F,2,210,0,0,262
2008,NSW,Illawarra,75-79,M,2,202,0,0,154
2008,NSW,Illawarra,80-84,F,1,5,0,0,3
2008,NSW,Illawarra,80-84,F,2,446,0,0,491
2008,NSW,Illawarra,80-84,F,3,1,0,0,8
2008,NSW,Illawarra,80-84,M,2,233,0,0,224
2008,NSW,Illawarra,85-89,F,2,396,0,0,606
2008,NSW,Illawarra,85-89,M,1,1,0,0,0
2008,NSW,Illawarra,85-89,M,2,205,0,0,200
2008,NSW,Illawarra,90-94,F,1,1,0,0,0
2008,NSW,Illawarra,90-94,F,2,307,0,0,412
2008,NSW,Illawarra,90-94,F,3,1,0,0,13
2008,NSW,Illawarra,90-94,M,2,116,0,0,118
2008,NSW,Illawarra,95-99,F,2,86,0,0,149
2008,NSW,Illawarra,95-99,M,2,43,0,0,38
2008,NSW,Inner West,0-49,F,2,6,0,0,13
2008,NSW,Inner West,0-49,M,1,1,0,0,0
2008,NSW,Inner West,0-49,M,2,17,0,0,29
2008,NSW,Inner West,100+,F,2,19,22,46.32727273,54
2008,NSW,Inner West,100+,M,2,2,4,13.55,5
2008,NSW,Inner West,50-54,F,2,12,0,0,14
2008,NSW,Inner West,50-54,M,2,17,0,0,23
2008,NSW,Inner West,55-59,F,2,18,0,0,25
2008,NSW,Inner West,55-59,M,1,1,0,0,1
2008,NSW,Inner West,55-59,M,2,20,0,0,56
2008,NSW,Inner West,60-64,F,2,53,0,0,54
2008,NSW,Inner West,60-64,M,2,71,0,0,82
2008,NSW,Inner West,60-64,M,3,1,0,0,9
2008,NSW,Inner West,65-69,F,2,74,0,0,96
2008,NSW,Inner West,65-69,F,3,1,0,0,11
2008,NSW,Inner West,65-69,M,1,2,0,0,1
2008,NSW,Inner West,65-69,M,2,88,0,0,121
2008,NSW,Inner West,70-74,F,1,2,0,0,0
2008,NSW,Inner West,70-74,F,2,112,0,0,149
2008,NSW,Inner West,70-74,M,1,2,0,0,1
2008,NSW,Inner West,70-74,M,2,137,0,0,167
2008,NSW,Inner West,75-79,F,1,3,0,0,0
2008,NSW,Inner West,75-79,F,2,261,0,0,290
2008,NSW,Inner West,75-79,F,3,1,0,0,17
2008,NSW,Inner West,75-79,M,2,219,0,0,224
2008,NSW,Inner West,75-79,M,3,1,0,0,19
2008,NSW,Inner West,80-84,F,2,436,0,0,549
2008,NSW,Inner West,80-84,M,1,3,0,0,3
2008,NSW,Inner West,80-84,M,2,292,0,0,306
2008,NSW,Inner West,85-89,F,1,1,0,0,1
2008,NSW,Inner West,85-89,F,2,510,0,0,709
2008,NSW,Inner West,85-89,F,3,1,0,0,32
2008,NSW,Inner West,85-89,M,2,265,0,0,255
2008,NSW,Inner West,90-94,F,2,290,0,0,440
2008,NSW,Inner West,90-94,M,2,141,0,0,141
2008,NSW,Inner West,95-99,F,2,99,0,0,184
2008,NSW,Inner West,95-99,F,3,1,0,0,15
2008,NSW,Inner West,95-99,M,2,25,0,0,31
2008,NSW,Mid North Coast,0-49,F,2,3,0,0,5
2008,NSW,Mid North Coast,0-49,M,2,18,0,0,10
2008,NSW,Mid North Coast,100+,F,2,2,15,50.04666667,20
2008,NSW,Mid North Coast,50-54,F,2,6,0,0,6
2008,NSW,Mid North Coast,50-54,M,2,6,0,0,11
2008,NSW,Mid North Coast,55-59,F,2,18,0,0,21
2008,NSW,Mid North Coast,55-59,M,1,3,0,0,0
2008,NSW,Mid North Coast,55-59,M,2,12,0,0,12
2008,NSW,Mid North Coast,60-64,F,2,20,0,0,21
2008,NSW,Mid North Coast,60-64,M,1,1,0,0,4
2008,NSW,Mid North Coast,60-64,M,2,26,0,0,24
2008,NSW,Mid North Coast,65-69,F,1,2,0,0,1
2008,NSW,Mid North Coast,65-69,F,2,56,0,0,38
2008,NSW,Mid North Coast,65-69,M,2,61,0,0,41
2008,NSW,Mid North Coast,70-74,F,2,88,0,0,80
2008,NSW,Mid North Coast,70-74,M,2,100,0,0,64
2008,NSW,Mid North Coast,75-79,F,1,1,0,0,2
2008,NSW,Mid North Coast,75-79,F,2,220,0,0,212
2008,NSW,Mid North Coast,75-79,M,1,1,0,0,3
2008,NSW,Mid North Coast,75-79,M,2,161,0,0,134
2008,NSW,Mid North Coast,80-84,F,2,403,0,0,438
2008,NSW,Mid North Coast,80-84,M,1,1,0,0,0
2008,NSW,Mid North Coast,80-84,M,2,282,0,0,222
2008,NSW,Mid North Coast,85-89,F,1,2,0,0,1
2008,NSW,Mid North Coast,85-89,F,2,546,0,0,623
2008,NSW,Mid North Coast,85-89,F,3,1,0,0,13
2008,NSW,Mid North Coast,85-89,M,2,299,0,0,238
2008,NSW,Mid North Coast,90-94,F,2,297,0,0,479
2008,NSW,Mid North Coast,90-94,M,1,1,0,0,0
2008,NSW,Mid North Coast,90-94,M,2,111,0,0,138
2008,NSW,Mid North Coast,95-99,F,2,93,0,0,148
2008,NSW,Mid North Coast,95-99,M,2,37,0,0,47
2008,NSW,Nepean,0-49,F,2,8,0,0,14
2008,NSW,Nepean,0-49,M,2,10,0,0,10
2008,NSW,Nepean,100+,M,2,1,2,26.5,1
2008,NSW,Nepean,50-54,F,2,14,0,0,8
2008,NSW,Nepean,50-54,M,2,8,0,0,18
2008,NSW,Nepean,55-59,F,2,10,0,0,18
2008,NSW,Nepean,55-59,M,1,2,0,0,1
2008,NSW,Nepean,55-59,M,2,9,0,0,26
2008,NSW,Nepean,60-64,F,2,15,0,0,24
2008,NSW,Nepean,60-64,M,2,18,0,0,32
2008,NSW,Nepean,65-69,F,2,43,0,0,26
2008,NSW,Nepean,65-69,M,2,45,0,0,46
2008,NSW,Nepean,70-74,F,1,4,0,0,0
2008,NSW,Nepean,70-74,F,2,60,0,0,45
2008,NSW,Nepean,70-74,M,2,55,0,0,58
2008,NSW,Nepean,75-79,F,1,1,0,0,0
2008,NSW,Nepean,75-79,F,2,129,0,0,137
2008,NSW,Nepean,75-79,M,1,1,0,0,1
2008,NSW,Nepean,75-79,M,2,70,0,0,72
2008,NSW,Nepean,80-84,F,1,2,0,0,1
2008,NSW,Nepean,80-84,F,2,196,0,0,278
2008,NSW,Nepean,80-84,M,2,128,0,0,103
2008,NSW,Nepean,85-89,F,2,304,0,0,403
2008,NSW,Nepean,85-89,M,2,96,0,0,102
2008,NSW,Nepean,85-89,M,3,1,0,0,5
2008,NSW,Nepean,90-94,F,2,157,0,0,265
2008,NSW,Nepean,90-94,F,3,1,0,0,10
2008,NSW,Nepean,90-94,M,2,54,0,0,45
2008,NSW,Nepean,95-99,F,2,38,0,0,90
2008,NSW,Nepean,95-99,F,3,1,0,0,3
2008,NSW,Nepean,95-99,M,2,8,0,0,15
2008,NSW,New England,0-49,F,2,1,0,0,4
2008,NSW,New England,0-49,M,2,7,0,0,6
2008,NSW,New England,100+,F,2,2,7,40.74285714,14
2008,NSW,New England,100+,M,2,1,3,28.73333333,2
2008,NSW,New England,50-54,F,2,1,0,0,8
2008,NSW,New England,50-54,M,2,4,0,0,6
2008,NSW,New England,55-59,F,1,2,0,0,1
2008,NSW,New England,55-59,F,2,2,0,0,9
2008,NSW,New England,55-59,M,2,8,0,0,9
2008,NSW,New England,60-64,F,2,12,0,0,18
2008,NSW,New England,60-64,M,2,10,0,0,14
2008,NSW,New England,65-69,F,1,1,0,0,2
2008,NSW,New England,65-69,F,2,16,0,0,22
2008,NSW,New England,65-69,M,2,27,0,0,18
2008,NSW,New England,70-74,F,1,3,0,0,3
2008,NSW,New England,70-74,F,2,46,0,0,50
2008,NSW,New England,70-74,M,1,3,0,0,1
2008,NSW,New England,70-74,M,2,41,0,0,32
2008,NSW,New England,75-79,F,2,81,0,0,104
2008,NSW,New England,75-79,F,3,1,0,0,4
2008,NSW,New England,75-79,M,2,82,0,0,67
2008,NSW,New England,80-84,F,2,191,0,0,197
2008,NSW,New England,80-84,M,1,1,0,0,0
2008,NSW,New England,80-84,M,2,102,0,0,99
2008,NSW,New England,85-89,F,1,1,0,0,1
2008,NSW,New England,85-89,F,2,227,0,0,288
2008,NSW,New England,85-89,M,2,91,0,0,86
2008,NSW,New England,90-94,F,2,136,0,0,227
2008,NSW,New England,90-94,M,2,43,0,0,57
2008,NSW,New England,95-99,F,2,46,0,0,84
2008,NSW,New England,95-99,F,3,1,0,0,2
2008,NSW,New England,95-99,M,2,8,0,0,9
2008,NSW,Northern Sydney,0-49,F,1,3,0,0,0
2008,NSW,Northern Sydney,0-49,F,2,5,0,0,7
2008,NSW,Northern Sydney,0-49,M,2,6,0,0,8
2008,NSW,Northern Sydney,100+,F,2,38,77,34.76753247,125
2008,NSW,Northern Sydney,100+,M,2,10,16,23.24375,10
2008,NSW,Northern Sydney,50-54,F,2,8,0,0,12
2008,NSW,Northern Sydney,50-54,M,2,19,0,0,11
2008,NSW,Northern Sydney,55-59,F,2,12,0,0,24
2008,NSW,Northern Sydney,55-59,M,2,17,0,0,22
2008,NSW,Northern Sydney,60-64,F,2,24,0,0,42
2008,NSW,Northern Sydney,60-64,M,2,60,0,0,57
2008,NSW,Northern Sydney,65-69,F,2,81,0,0,79
2008,NSW,Northern Sydney,65-69,M,2,87,0,0,79
2008,NSW,Northern Sydney,70-74,F,1,2,0,0,2
2008,NSW,Northern Sydney,70-74,F,2,137,0,0,160
2008,NSW,Northern Sydney,70-74,M,2,165,0,0,109
2008,NSW,Northern Sydney,75-79,F,2,426,0,0,446
2008,NSW,Northern Sydney,75-79,M,2,309,0,0,253
2008,NSW,Northern Sydney,80-84,F,1,3,0,0,1
2008,NSW,Northern Sydney,80-84,F,2,992,0,0,1060
2008,NSW,Northern Sydney,80-84,F,3,1,0,0,22
2008,NSW,Northern Sydney,80-84,M,2,523,0,0,407
2008,NSW,Northern Sydney,85-89,F,1,3,0,0,2
2008,NSW,Northern Sydney,85-89,F,2,1270,0,0,1716
2008,NSW,Northern Sydney,85-89,M,1,1,0,0,1
2008,NSW,Northern Sydney,85-89,M,2,569,0,0,493
2008,NSW,Northern Sydney,85-89,M,3,1,0,0,8
2008,NSW,Northern Sydney,90-94,F,1,1,0,0,2
2008,NSW,Northern Sydney,90-94,F,2,897,0,0,1420
2008,NSW,Northern Sydney,90-94,M,2,289,0,0,327
2008,NSW,Northern Sydney,90-94,M,3,1,0,0,4
2008,NSW,Northern Sydney,95-99,F,2,253,0,0,570
2008,NSW,Northern Sydney,95-99,F,3,1,0,0,20
2008,NSW,Northern Sydney,95-99,M,2,71,0,0,96
2008,NSW,Orana Far West,0-49,F,1,1,0,0,1
2008,NSW,Orana Far West,0-49,F,2,2,0,0,5
2008,NSW,Orana Far West,0-49,M,2,3,0,0,4
2008,NSW,Orana Far West,100+,F,2,2,2,46.65,7
2008,NSW,Orana Far West,50-54,F,2,9,0,0,5
2008,NSW,Orana Far West,50-54,M,2,6,0,0,5
2008,NSW,Orana Far West,55-59,F,2,4,0,0,3
2008,NSW,Orana Far West,55-59,M,1,3,0,0,2
2008,NSW,Orana Far West,55-59,M,2,1,0,0,12
2008,NSW,Orana Far West,60-64,F,2,15,0,0,9
2008,NSW,Orana Far West,60-64,M,2,9,0,0,15
2008,NSW,Orana Far West,65-69,F,2,12,0,0,17
2008,NSW,Orana Far West,65-69,M,1,1,0,0,1
2008,NSW,Orana Far West,65-69,M,2,20,0,0,17
2008,NSW,Orana Far West,70-74,F,1,1,0,0,0
2008,NSW,Orana Far West,70-74,F,2,44,0,0,35
2008,NSW,Orana Far West,70-74,F,3,1,0,0,1
2008,NSW,Orana Far West,70-74,M,2,41,0,0,30
2008,NSW,Orana Far West,75-79,F,1,2,0,0,3
2008,NSW,Orana Far West,75-79,F,2,92,0,0,86
2008,NSW,Orana Far West,75-79,M,1,2,0,0,1
2008,NSW,Orana Far West,75-79,M,2,70,0,0,52
2008,NSW,Orana Far West,80-84,F,2,166,0,0,162
2008,NSW,Orana Far West,80-84,M,2,65,0,0,69
2008,NSW,Orana Far West,85-89,F,2,166,0,0,240
2008,NSW,Orana Far West,85-89,M,2,80,0,0,78
2008,NSW,Orana Far West,90-94,F,2,103,0,0,179
2008,NSW,Orana Far West,90-94,M,1,3,0,0,1
2008,NSW,Orana Far West,90-94,M,2,39,0,0,47
2008,NSW,Orana Far West,95-99,F,2,32,0,0,61
2008,NSW,Orana Far West,95-99,M,2,4,0,0,9
2008,NSW,Riverina/Murray,0-49,F,1,1,0,0,2
2008,NSW,Riverina/Murray,0-49,F,2,6,0,0,8
2008,NSW,Riverina/Murray,0-49,M,2,4,0,0,6
2008,NSW,Riverina/Murray,100+,F,2,3,10,64.86,12
2008,NSW,Riverina/Murray,100+,M,2,1,1,1.2,2
2008,NSW,Riverina/Murray,50-54,M,2,8,0,0,5
2008,NSW,Riverina/Murray,55-59,F,2,4,0,0,11
2008,NSW,Riverina/Murray,55-59,M,2,14,0,0,13
2008,NSW,Riverina/Murray,60-64,F,2,19,0,0,19
2008,NSW,Riverina/Murray,60-64,M,2,12,0,0,18
2008,NSW,Riverina/Murray,65-69,F,2,27,0,0,30
2008,NSW,Riverina/Murray,65-69,M,2,31,0,0,32
2008,NSW,Riverina/Murray,70-74,F,1,1,0,0,0
2008,NSW,Riverina/Murray,70-74,F,2,57,0,0,60
2008,NSW,Riverina/Murray,70-74,M,2,52,0,0,64
2008,NSW,Riverina/Murray,75-79,F,1,3,0,0,1
2008,NSW,Riverina/Murray,75-79,F,2,154,0,0,144
2008,NSW,Riverina/Murray,75-79,M,2,128,0,0,105
2008,NSW,Riverina/Murray,80-84,F,1,2,0,0,1
2008,NSW,Riverina/Murray,80-84,F,2,292,0,0,291
2008,NSW,Riverina/Murray,80-84,M,2,191,0,0,142
2008,NSW,Riverina/Murray,85-89,F,1,1,0,0,3
2008,NSW,Riverina/Murray,85-89,F,2,333,0,0,455
2008,NSW,Riverina/Murray,85-89,M,2,156,0,0,133
2008,NSW,Riverina/Murray,90-94,F,2,199,0,0,332
2008,NSW,Riverina/Murray,90-94,M,2,69,0,0,88
2008,NSW,Riverina/Murray,95-99,F,1,1,0,0,1
2008,NSW,Riverina/Murray,95-99,F,2,62,0,0,144
2008,NSW,Riverina/Murray,95-99,M,2,16,0,0,19
2008,NSW,South East Sydney,0-49,F,2,2,0,0,7
2008,NSW,South East Sydney,0-49,M,2,4,0,0,11
2008,NSW,South East Sydney,100+,F,2,14,41,57.30243902,47
2008,NSW,South East Sydney,100+,M,2,6,12,29.55,1
2008,NSW,South East Sydney,50-54,F,2,3,0,0,7
2008,NSW,South East Sydney,50-54,M,2,13,0,0,23
2008,NSW,South East Sydney,55-59,F,2,9,0,0,28
2008,NSW,South East Sydney,55-59,M,1,1,0,0,1
2008,NSW,South East Sydney,55-59,M,2,21,0,0,28
2008,NSW,South East Sydney,60-64,F,2,29,0,0,51
2008,NSW,South East Sydney,60-64,M,2,52,0,0,73
2008,NSW,South East Sydney,65-69,F,1,1,0,0,1
2008,NSW,South East Sydney,65-69,F,2,62,0,0,71
2008,NSW,South East Sydney,65-69,M,1,2,0,0,0
2008,NSW,South East Sydney,65-69,M,2,82,0,0,108
2008,NSW,South East Sydney,65-69,M,3,1,0,0,5
2008,NSW,South East Sydney,70-74,F,1,2,0,0,1
2008,NSW,South East Sydney,70-74,F,2,128,0,0,133
2008,NSW,South East Sydney,70-74,M,1,3,0,0,1
2008,NSW,South East Sydney,70-74,M,2,179,0,0,158
2008,NSW,South East Sydney,75-79,F,1,3,0,0,1
2008,NSW,South East Sydney,75-79,F,2,329,0,0,345
2008,NSW,South East Sydney,75-79,M,2,234,0,0,238
2008,NSW,South East Sydney,80-84,F,1,1,0,0,1
2008,NSW,South East Sydney,80-84,F,2,770,0,0,896
2008,NSW,South East Sydney,80-84,F,3,1,0,0,20
2008,NSW,South East Sydney,80-84,M,1,1,0,0,1
2008,NSW,South East Sydney,80-84,M,2,457,0,0,390
2008,NSW,South East Sydney,85-89,F,1,3,0,0,4
2008,NSW,South East Sydney,85-89,F,2,973,0,0,1240
2008,NSW,South East Sydney,85-89,F,3,1,0,0,25
2008,NSW,South East Sydney,85-89,M,1,1,0,0,2
2008,NSW,South East Sydney,85-89,M,2,403,0,0,397
2008,NSW,South East Sydney,90-94,F,1,2,0,0,3
2008,NSW,South East Sydney,90-94,F,2,657,0,0,1003
2008,NSW,South East Sydney,90-94,M,1,2,0,0,1
2008,NSW,South East Sydney,90-94,M,2,213,0,0,229
2008,NSW,South East Sydney,95-99,F,2,184,0,0,407
2008,NSW,South East Sydney,95-99,M,2,44,0,0,47
2008,NSW,South West Sydney,0-49,F,2,12,0,0,16
2008,NSW,South West Sydney,0-49,M,2,19,0,0,16
2008,NSW,South West Sydney,100+,F,2,11,28,49.17857143,20
2008,NSW,South West Sydney,100+,M,2,5,6,18.15,7
2008,NSW,South West Sydney,50-54,F,2,13,0,0,14
2008,NSW,South West Sydney,50-54,M,2,13,0,0,23
2008,NSW,South West Sydney,50-54,M,3,1,0,0,2
2008,NSW,South West Sydney,55-59,F,1,2,0,0,1
2008,NSW,South West Sydney,55-59,F,2,11,0,0,24
2008,NSW,South West Sydney,55-59,M,2,18,0,0,29
2008,NSW,South West Sydney,60-64,F,2,23,0,0,37
2008,NSW,South West Sydney,60-64,M,2,49,0,0,48
2008,NSW,South West Sydney,65-69,F,2,71,0,0,80
2008,NSW,South West Sydney,65-69,M,1,2,0,0,1
2008,NSW,South West Sydney,65-69,M,2,65,0,0,74
2008,NSW,South West Sydney,70-74,F,1,2,0,0,1
2008,NSW,South West Sydney,70-74,F,2,144,0,0,167
2008,NSW,South West Sydney,70-74,M,1,2,0,0,2
2008,NSW,South West Sydney,70-74,M,2,126,0,0,164
2008,NSW,South West Sydney,75-79,F,2,305,0,0,405
2008,NSW,South West Sydney,75-79,M,2,220,0,0,225
2008,NSW,South West Sydney,80-84,F,2,593,0,0,787
2008,NSW,South West Sydney,80-84,M,2,343,0,0,316
2008,NSW,South West Sydney,80-84,M,3,1,0,0,11
2008,NSW,South West Sydney,85-89,F,1,4,0,0,2
2008,NSW,South West Sydney,85-89,F,2,666,0,0,1001
